sent,eText,factValue
"Publicly, they are unwilling to make any sweeping assertion.",make,Uu
Puerto Rico Police Superintendent Pedro Toledo urged people who might be targeted by kidnappers to be alert.,urged,CT
Puerto Rico Police Superintendent Pedro Toledo urged people who might be targeted by kidnappers to be alert.,targeted,PS
QVC Network Inc. said it completed its acquisition of CVN Cos. for about $423 million.,said,CT
QVC agreed to pay $19 and one-eighth QVC share for each of CVN's 20 million fully diluted shares.,pay,CT
"Qantas plans daily flights between Sydney and Bombay, up from the current four flights a week, to boost business and tourism ties with India, the airline announced Friday.",announced,CT
Qantas will almost double its flights between Australia and India by August in the search for new markets untouched by the crippling Asian financial crisis.,double,CT
Qantas will also appoint a Bombay-based public relations consultant.,appoint,CT
Qantas' India manager Khursheed Lam said the airline was working closely with the Australian Tourist Commission to develop greater awareness of Australia in the Indian market.,said,CT
"Quarterly net income this year has risen just over comparable periods in 1988, when year-end net was below the 1987 level.",risen,CT
"RJR Nabisco Inc. said it agreed to sell its Baby Ruth, Butterfinger and Pearson candy businesses to Nestle S.A.'s Nestle Foods unit for $370 million.",sell,CT
RJR Nabisco agreed to sell three candy businesses to Nestle for $370 million.,sell,CT
"RJR's executives have said they will dispense with certain brands, in particular, that aren't leaders in their markets.",said,CT
"RMS International Inc., Hasbrouk Heights, N.J., facing a cash-flow squeeze, said it is seeking other financing sources and waivers from debenture holders.",facing,CT
"RMS said it had a loss of $158,666, or 10 cents a share, in the third quarter, compared with a year-earlier loss of $26,956, or two cents a share.",had,CT
ROGERS COMMUNICATIONS Inc. said it plans to raise 175 million to 180 million Canadian dollars (US$148.9 million to $153.3 million) through a private placement of perpetual preferred shares.,raise,PR
ROGERS COMMUNICATIONS Inc. said it plans to raise 175 million to 180 million Canadian dollars (US$148.9 million to $153.3 million) through a private placement of perpetual preferred shares.,plans,CT
Rally officials weren't available to comment late yesterday.,comment,CT
Rally's Inc. said it adopted a shareholders rights plan to protect shareholders from an inadequately priced takeover offer.,protect,CT
"Ralston Purina Co. reported a 47% decline in fourth-quarter earnings, reflecting restructuring costs as well as a more difficult pet food market.",reported,CT
"Ralston attributed its fourth-quarter slump partly to higher costs of ingredients in the pet food business as well as competitive pressures, which required higher advertising spending.",required,CT
Ralston said its Eveready battery unit was hurt by continuing economic problems in South America.,hurt,CT
"Ralston said its restructuring costs include the phase-out of a battery facility in Greenville, N.C., the recent closing of a Hostess cake bakery in Cincinnati and a reduction in staff throughout the company.",include,CT
"Ralston shares closed yesterday at $80.50, off $1, in New York Stock Exchange composite trading.",closed,CT
"Ranariddh's loyalists, including Nhek Bunchhay, his top military commander, went into hiding or fled the capital.",fled,CT
"Rated single-A-3 by Moody's and triple-B by SampP, the issue will be sold through underwriters led by Merrill Lynch Capital Markets.",Rated,CT
"Rated single-B-1 by Moody's Investors Service Inc. and single-B-plus by Standard amp Poor's Corp., the issue will be sold through underwriters led by Goldman, Sachs amp Co.",sold,CT
"Rather, Mr. Perlman said, Control Data intends to bid for the coming Minnesota lottery contract and is seeking new applications for the technology overseas, where ""there is great interest in games of skill.""",intends,CT
"Rather, Mr. Perlman said, Control Data intends to bid for the coming Minnesota lottery contract and is seeking new applications for the technology overseas, where ""there is great interest in games of skill.""",bid,PR
"Ratners Group PLC, a fast-growing, acquisition-minded London-based jeweler, raised its price for Seattle-based specialty jeweler Weisfield's Inc. to $57.50 a share, or $62.1 million, from $50 a share, or $55 million, after another concern said it would be prepared to outbid Ratners's initial offer.",raised,CT
"Ratners Group PLC's U.S. subsidiary has agreed to acquire jewelry retailer Weisfield's Inc. for $50 a share, or about $55 million.",agreed,CT
Ratners and Weisfield's said they reached an agreement in principle for the acquisition of Weisfield's by Sterling Inc.,reached,CT
"Ratners, which controls 25% of the British jewelry market, would increase the number of its U.S. stores to about 450 stores from 360.",increase,PR
"Ratners's chairman, Gerald Ratner, said the deal remains of ""substantial benefit to Ratners.""",said,CT
"Recently, analysts have said Sun also is vulnerable to competition from International Business Machines Corp., which plans to introduce a group of workstations early next year, and Next Inc.",competition,PS
"Recently, analysts have said Sun also is vulnerable to competition from International Business Machines Corp., which plans to introduce a group of workstations early next year, and Next Inc.",said,CT
"Reed International PLC said that net income for the six months ended Oct. 1 slipped 5% to #89.7 million ($141.9 million), or 16 pence a share, from #94.8 million ($149.9 million), or 17.3 pence a share.",said,CT
"Reed is paying an interim dividend of 4.6 pence, up 15% from 4 pence a year earlier.",paying,CT
"Reflecting the concern, Unisys stock fell a further 75 cents to $16.25 in composite trading Friday on the New York Stock Exchange.",fell,CT
Reno said Bin Laden and Kopp have one thing in common: Each wrongly believes he is justified in using all means possible to achieve his goal.,achieve,Uu
"Replied State Department deputy spokesman Richard Boucher, We haven't really analyzed the statement in detail but it appears to be just another example of his outlandish rhetoric and his attempts to distort the truth.",analyzed,CT
"Replied State Department deputy spokesman Richard Boucher, We haven't really analyzed the statement in detail but it appears to be just another example of his outlandish rhetoric and his attempts to distort the truth.",Replied,CT
"Reports attributed to the Japanese foreign ministry said Saudi Arabia told U.S., European and Japanese oil companies of a 15-20 percent cutback in its oil supply in September.",told,CT
